"Name","Example","Type","Min","Max","Default","Description"
"Initial_Amount_Log_Normal_Mu","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_log_normal_mu.json)","float","-3.40282e+38","1.70141e+38","3.40282E+38","The mean of the natural log of the initial amount of intervention in stock when **Initial_Amount_Distribution** is set to LOG_NORMAL_DISTRIBUTION."
"Initial_Amount_Log_Normal_Sigma","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_log_normal_sigma.json)","float","-3.40282e+38","3.40282E+38","1","The standard deviation of the natural log of the initial amount of intervention in stock when **Initial_Amount_Distribution** is set to LOG_NORMAL_DISTRIBUTION."
"Initial_Amount_Max","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_max.json)","float","0","3.40282E+38","1","The maximum initial amount of intervention in stock when **Initial_Amount_Distribution** is set to UNIFORM_DISTRIBUTION."
"Initial_Amount_Mean_1","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_mean_1.json)","float","1.17549E-38","3.40282E+38","-1","The mean of the first exponential distribution when **Initial_Amount_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION."
"Initial_Amount_Mean_2","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_mean_2.json)","float","1.17549E-38","3.40282E+38","-1","The mean of the second exponential distribution when **Initial_Amount_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION."
"Initial_Amount_Min","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_min.json)","float","0","3.40282e+38","0","The minimum of initial amount of intervention in stock when **Initial_Amount_Distribution** is set to UNIFORM_DISTRIBUTION."
"Initial_Amount_Peak_2_Value","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_peak_2_value.json)","float","0","3.40282E+38","-1","The initial amount in stock to assign to the remaining health workers when **Initial_Amount_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION."
"Initial_Amount_Poisson_Mean","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_poisson_mean.json)","float","0","3.40282E+38","-1","The mean of the initial amount of intervention in stock when **Initial_Amount_Distribution** is set to the POISSON_DISTRIBUTION."
"Initial_Amount_Proportion_0","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_proportion_0.json)","float","0","1","-1","The proportion of health workers to assign a value of zero stock when **Initial_Amount_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION."
"Initial_Amount_Proportion_1","[link](../json/campaign-communityhealthworkereventcoordinator_initial_amount_proportion_1.json)","float","0","1","-1","The proportion of health workers in the first exponential distribution when **Initial_Amount_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION."
"Intervention_Config","[link](../json/campaign-communityhealthworkereventcoordinator_intervention_config.json)","json object","NA","NA","NA","The nested JSON of the actual intervention to be distributed by this event coordinator."
"Max_Distributed_Per_Day","[link](../json/campaign-communityhealthworkereventcoordinator_max_distributed_per_day.json)","integer","1","2147480000.0","2147480000.0","The maximum number of interventions (such as vaccine doses) that can be distributed by health workers or clinics in a given day."
"Max_Stock","[link](../json/campaign-communityhealthworkereventcoordinator_max_stock.json)","integer","0","2147480000.0","2147480000.0","The maximum number of interventions (such as vaccine doses) that can be stored by a health worker or clinic. If the amount of interventions in a new shipment and current stock exceeds this value, only the number of interventions specified by this value will be stored."
"Node_Property_Restrictions","The following example restricts the intervention to nodes that are urban and medium risk or rural and low risk.
[link](../json/campaign-communityhealthworkereventcoordinator_node_property_restrictions.json)","array of json objects","NA","NA","NA","A list of the **NodeProperty** key:value pairs, as defined in the demographics file, that nodes must have to be targeted by the intervention. See :ref:`demo-properties` parameters for more information.<br> <br> You can specify AND and OR combinations of key:value pairs with this parameter."
"Property_Restrictions","[link](../json/campaign-communityhealthworkereventcoordinator_property_restrictions.json)","array of json objects","NA","NA","NA","A list of the **IndividualProperty** key:value pairs, as defined in the demographics file, that individuals must have to be targeted by this intervention. See :ref:`demo-properties` parameters for more information.<br> <br> To specify AND and OR combinations of key:value pairs, use **Property_Restrictions_Within_Node**. You cannot use both of these parameters in the same event coordinator."
"Property_Restrictions_Within_Node","The following example restricts the intervention to individuals who are urban and high risk or urban and medium risk.
[link](../json/campaign-communityhealthworkereventcoordinator_property_restrictions_within_node.json)","array of json objects","NA","NA","NA","A list of the **IndividualProperty** key:value pairs, as defined in the demographics file, that individuals must have to be targeted by this intervention. See :ref:`demo-properties` parameters for more information.<br> <br> This parameter allows you to specify AND and OR combinations of key:value pairs. You may specify individual property restrictions using either this parameter or **Property_Restrictions**, but not both."
"Target_Age_Max","[link](../json/campaign-communityhealthworkereventcoordinator_target_age_max.json)","float","0","9.3228e+35","9.3228e+35","The upper end of ages targeted for an intervention, in years."
"Target_Age_Min","[link](../json/campaign-communityhealthworkereventcoordinator_target_age_min.json)","float","0","9.3228e+35","0","The lower end of ages targeted for an intervention, in years. Used when **Target_Demographic** is set to ExplicitAgeRanges or ExplicitAgeRangesAndGender."
"Target_Demographic","[link](../json/campaign-communityhealthworkereventcoordinator_target_demographic.json)","enum","NA","NA","Everyone","The target demographic group. Possible values are:<br> <br> * Everyone<br> * ExplicitAgeRanges<br> * ExplicitAgeRangesAndGender<br> * ExplicitGender<br> * ExplicitDiseaseState"
"Target_Gender","[link](../json/campaign-communityhealthworkereventcoordinator_target_gender.json)","enum","NA","NA","All","Specifies the gender restriction for the intervention. Possible values are:<br> <br> * Male<br> * Female<br> * All"
"Target_Residents_Only","[link](../json/campaign-communityhealthworkereventcoordinator_target_residents_only.json)","boolean","0","1","0","When set to true (1), the intervention is only distributed to individuals that began the simulation in the node (i.e. those that claim the node as their residence)."
"Targeting_Config","[link](../json/campaign-communityhealthworkereventcoordinator_targeting_config.json)","json object","NA","NA","NA","Be more selective of individuals by using the :doc:`parameter-campaign-targeting-config`."
"Trigger_Condition_List","[link](../json/campaign-communityhealthworkereventcoordinator_trigger_condition_list.json)","array of strings","NA","NA","NA","The list of events that are of interest to the community health worker (CHW). If one of these events occurs, the individual or node is put into a queue to receive the CHW's intervention. The CHW processes the queue when the event coordinator is updated. See :doc:`parameter-campaign-event-list` for possible values."
"Waiting_Period","[link](../json/campaign-communityhealthworkereventcoordinator_waiting_period.json)","float","0","3.40282e+38","3.40E+38","The number of days a person or node can be in the queue waiting to get the intervention from the community health worker (CHW). If a person or node is in the queue, they will not be re-added to the queue if the event that would add them to the queue occurs. This allows them to maintain their priority, however they could be removed from the queue due to this waiting period."
