"Name","Example","Description","Type","Min","Max","Default"
"Delay_Period_Mean_2","[link](../json/campaign-hivmuxer_delay_period_mean_2.json)","The mean of the second exponential distribution, in days, when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.","float","1.17549E-38","3.40282E+38","-1"
"Delay_Period_Min","[link](../json/campaign-hivmuxer_delay_period_min.json)","The minimum delay period, in days, when **Delay_Period_Distribution** is set to UNIFORM_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Peak_2_Value","[link](../json/campaign-hivmuxer_delay_period_peak_2_value.json)","The delay period value to assign to the remaining interventions, in days, when **Delay_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Poisson_Mean","[link](../json/campaign-hivmuxer_delay_period_poisson_mean.json)","The mean of the delay period, in days, when **Delay_Period_Distribution** is set to POISSON_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Proportion_0","[link](../json/campaign-hivmuxer_delay_period_proportion_0.json)","The proportion of interventions to assign a value of zero delay when **Delay_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.","float","0","1","-1"
"Delay_Period_Proportion_1","[link](../json/campaign-hivmuxer_delay_period_proportion_1.json)","The proportion of interventions in the first exponential distribution when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.","float","0","1","-1"
"Disqualifying_Properties","[link](../json/campaign-hivmuxer_disqualifying_properties.json)","A list of **IndividualProperty** key:value pairs that cause an intervention to be aborted (persistent interventions will stop being distributed to individuals with these values). See :ref:`demo-properties` parameters for more information. Generally used to control the flow of health care access. For example, to prevent the same individual from accessing health care via two different routes at the same time.","array of strings","NA","NA","[]"
"Dont_Allow_Duplicates","[link](../json/campaign-hivmuxer_dont_allow_duplicates.json)","If an individual's container has an intervention, set to true (1) to prevent them from receiving another copy of the intervention. Supported by all intervention classes.","boolean","0","1","0"
"Expiration_Period","[link](../json/campaign-hivmuxer_expiration_period.json)","A fixed time period, in days, after which the **Broadcast_On_Expiration_Event** occurs instead of the **Broadcast_Event**. Only applied if the **Expiration_Period** occurs earlier than the end of the delay period. For example, if loss to follow-up (LTFU) occurs at a high rate for the first 6 months of care, and then later transitions to a lower rate, then the **Expiration_Period** should be set to 183 days and **Broadcast_On_Expiration_Event** can link to another delay intervention with a longer average delay time until LTFU. If LTFU does not occur in the first 6 months, then the expiration will allow the first rate to give way to the post-6-month rate.","float","0","3.40282e+38","3.40E+38"
"Intervention_Name","[link](../json/campaign-hivmuxer_intervention_name.json)","The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.","string","NA","NA","HIVMuxer"
"Max_Entries","[link](../json/campaign-hivmuxer_max_entries.json)","The maximum number of times the individual can be registered with the HIVMuxer delay. Determines what should happen if an individual reaches the HIVMuxer stage of health care multiple times. For example, registering for an exponential delay two times effectively doubles the rate of leaving the delay. Setting **Max_Entries** to 1 prevents the rate from doubling.","integer","0","2147480000.0","1"
"Muxer_Name","[link](../json/campaign-hivmuxer_muxer_name.json)","A name used to identify the delay and check whether individuals have entered it multiple times. If the same name is used at multiple points in the health care process, then the number of entries is combined when **Max_Entries** is applied.","string","NA","NA","NA"
"New_Property_Value","[link](../json/campaign-hivmuxer_new_property_value.json)","An optional **IndividualProperty** key:value pair that will be assigned when the intervention is applied. See :ref:`demo-properties` parameters for more information. Generally used to indicate the broad category of health care cascade to which an intervention belongs to prevent individuals from accessing care through multiple pathways. For example, if an individual must already be taking a particular medication to be prescribed a new one.","string","NA","NA",""""""
